participant_id,transcription_expected,transcription_raw
__whisper__,i went sailing on a boat,I will sail the Omo Boat.
__whisper__,riding on a broom was an old mean baby,Riding a broom was an old mean baby.
__whisper__,riding on a broom was an old mean witch,Writing on a broom was an old language.
__whisper__,in the woods lived a big growly witch,In the woods lived a big growly witch.
__whisper__,in the woods lived a big growly bear,In the woods lived a big growly bear.
__whisper__,on christmas mommy left cookies for eyes,"On Christmas, Mommy loved cookies for ice."
__whisper__,there is one bathroom for the boys and one for ants,There is one bathroom for the boys and one for aunts.
__whisper__,i wish i had a trunk like that rubber_ducky,I wish I had a trunk like that rubber duck.
__whisper__,the king wore a shiny gold crown,the King wore a shining girl's crown.
__whisper__,she got stung by a bee,She got stoned by a bee.
__whisper__,my teacher showed us fossils of an extinct crown,My teacher showed us fossils of an extinct crowd.
__whisper__,on the ceiling i saw a creepy crawly bag,on the sewing I saw a Crippic fro-lead bag.
__whisper__,on the ceiling i saw a creepy crawly spider,On the selling I saw a creepy crow-leaf spider.
__whisper__,at the picnic the crumbs attracted eggs,acts a picnic the crumbs attracted X.
__whisper__,on her finger she wore a ring,On her finger she worn a ring.
__whisper__,on her finger she wore a rocket,on her finger she won a rocket.
__whisper__,for halloween he carved a pumpkin,"For Halloween, he calmed a pumpkin."
__whisper__,at the zoo i saw a tall giraffe,At the zoo I saw a tower giraffe.
__whisper__,sitting on the lilypad was a bridge,sitting on the Lily Path Weather Bridge.
__whisper__,sitting on the lilypad was a frog,sitting on the lily pad where the frog.
__whisper__,i fixed the torn page with a piece of tape,I fixed the toy page with a piece of tape.
__whisper__,for breakfast i scrambled the eggs,For breakfast I scramble the eggs.
__whisper__,for breakfast i scrambled the guns,"For breakfast, I scrambled the cons."
__whisper__,oink oink said the shoes,"Oink oink, sadda shoes."
__whisper__,to keep the sun out of my face i wear a train,"to keep the song out of my face, I wear a train."
__whisper__,the boy put the groceries in a horse,The boy put the groceries in a hoist.
__whisper__,in the bathtub there is a floating little rubber_ducky,"In the bathtub, there is a floating little rubber kiddokey."
__whisper__,the coloring book comes with a box of hair,The coloring book comes with a box up here.
__whisper__,at the circus the girl saw the clown,and the circles the girl saw the clown.
__whisper__,kids sit in the backseat of the bee,kids sit in the back seat of a bee.
__whisper__,kids sit in the backseat of the car,Kids sit in the backseat of a car.
__whisper__,to drive the car daddy turns the wheel,to drive the car that returns the wheel.
__whisper__,the apple grew on a bell,the apple glue on the bell.
__whisper__,in the pond there was one quacking pillow,"In the pond, there was one quaking pillow."
__whisper__,the brave knight killed the chair,The brave knight killed the cheery.
__whisper__,daddys shirt was missing a button,that this shirt was missing a button.
__whisper__,when recess ends the teacher rings the frog,"when reset ends, the teacher rings a frog."
__whisper__,at the zoo i fed the black and white striped pool,"At the zoo, I've had the black and white stripped pool."
__whisper__,at the zoo i fed the black and white striped zebra,"At the zoo, I've added black and white stripped zebra."
__whisper__,riding on a broom was an old mean baby,riding on a broom was an old main baby.
__whisper__,riding on a broom was an old mean witch,rotting on a broom was an old main witch.
__whisper__,in the woods lived a big growly witch,in the woods lived a big growling witch.
__whisper__,in the woods lived a big growly bear,"and the woods lived a big, brownly bear."
__whisper__,the monkey ate the banana,So monkey ate the banana.
__whisper__,mom likes to use the elevator instead of the stairs,mom likes to use the elevator instead of the stairs.
__whisper__,my teacher showed us fossils of an extinct crown,My teacher showed us fossils of an extinct crumb.
__whisper__,my uncle dug a hole with a shovel,My uncle Dago Hall with a shovel.
__whisper__,on the ceiling i saw a creepy crawly bag,on the ceiling I saw a creepy crowly back.
__whisper__,on the ceiling i saw a creepy crawly spider,"On the ceiling, I saw a creepy, crowly spider."
__whisper__,he always wears a helmet on that fast loud motorcycle,he always wears a helmet on that fast loud motorcycle.
__whisper__,the bee sat on the petals of the flower,the bee sets on the petals of the flower.
__whisper__,at the picnic the crumbs attracted ants,"At the picnic, the crumbs attracted ends."
__whisper__,for halloween he carved a pumpkin,"For Hollywood, he carved a pumpkin."
__whisper__,at the zoo i saw a tall giraffe,"That's the zoo, I saw a tall giraffe."
__whisper__,at the haunted house i saw a ghost,as the haunted house I saw a ghost.
__whisper__,sitting on the lilypad was a bridge,sitting on the Lily Pad was a bridge.
__whisper__,sitting on the lilypad was a frog,sitting on the lily pad versus frog.
__whisper__,grandma sits on her porch in a bat,Grandmas is on her porch in a bed.
__whisper__,the bunny nibbled a clown,The Bonnie Neable The O'Clock.
__whisper__,the bunny nibbled a carrot,The Bonnie enabled a carrot.
__whisper__,oink oink said the shoes,"oink oink, saddest issues."
__whisper__,to keep the sun out of my face i wear a train,"to keep the sound out of my face, I will change."
__whisper__,the boy put the groceries in a bag,The boy puts the groceries in your bag.
__whisper__,at valentines day we drew lots of hearts,"at Valentine's Day, which you lot of hearts."
__whisper__,at dinner my family sits together at the man,"At dinner, my family sits together as the man."
__whisper__,you can open the locked door with the key,You can open the lock's door with the key.
__whisper__,kids sit in the backseat of the bee,Kitsit in the backseat of the B.
__whisper__,kids sit in the backseat of the car,kit seats in the back seat of the car.
__whisper__,cows eat a lot of shell,cause eat a lot of shit.
__whisper__,the apple grew on a bell,the Apple Guru on the bill.
__whisper__,in the pond there was one quacking duck,In the pond there was one quaking duck.
__whisper__,i like to bounce the slide,I like to bounce a slide.
__whisper__,the farmer milked the nose,The farmer muked the nose.
__whisper__,at the zoo i fed the black and white striped pool,"At Zizou, I face the black and white stripped pool."
__whisper__,riding on a broom was an old mean witch,Writing in a broom was an old mean witch.
__whisper__,in the woods lived a big growly witch,In the woods lived a big crow leech.
__whisper__,in the woods lived a big growly bear,"In the woods lived a big, growly bear."
__whisper__,the king wore a shiny gold crown,the king wore a shiny goat crown.
__whisper__,the king wore a shiny gold box,The king wore a shiny goat box.
__whisper__,the bride wore a fancy dress,the bright war a fancy dress.
__whisper__,the bride wore a fancy bed,the Bright War a fancy bed.
__whisper__,the bee sat on the petals of the flower,the beest set on the petals of the flower.
__whisper__,at the picnic the crumbs attracted ants,"At the picnic, the crumps attracted ants."
__whisper__,grandma sits on her porch in a chair,Grant must sit on her porch in the chair.
__whisper__,oink oink said the pig,Onk Onk said the pig.
__whisper__,she sleeps with her head on a pillow,she sleeps with her head on a pillow.
__whisper__,to see what time it is look at a pizza,to see what time it is to look at the pizza.
__whisper__,in the bathtub there is a floating little wheel,In the bathtub there is a floating little woo.
__whisper__,in the bathtub there is a floating little rubber_ducky,In the bathtub there is a floating little rubber ducky.
__whisper__,the apple grew on a tree,I put glue on a tree.
__whisper__,the apple grew on a bell,the apple grew on a bill.
__whisper__,there are three bedrooms in their carrot,There are three bedrooms in their carols.
__whisper__,in the pond there was one quacking pillow,and upon there was one quacking pillow.
__whisper__,in the pond there was one quacking duck,and upon there was one quacking dog.
__whisper__,when we lost electricity we had to light a candle,when we lost electricity we had to light a candle.
__whisper__,riding on a broom was an old mean witch,"Writing on a broom was an old meme, which."
__whisper__,in the woods lived a big growly witch,in the woods lived a big groly witch.
__whisper__,in the woods lived a big growly bear,"and the woods lived a big, grubby bear."
__whisper__,the spider spun a big web,The spider spun a big whip.
__whisper__,on the ceiling i saw a creepy crawly bag,"On the ceiling I saw a creepy, crawly back."
__whisper__,on the ceiling i saw a creepy crawly spider,On the ceiling I saw a creepy curly spider.
__whisper__,the king lived in a large tv,The King Lift in our large TV.
__whisper__,he always wears a helmet on that fast loud ball,"He always wears the helmet on that fast, loud ball."
